school_id,term_code,term_name,subject,course_number,crn,section_number,title,credits,credits_min,credits_max,credits_raw,instructional_method,campus,capacity,enrolled,waitlist_capacity,waitlist_count,cross_list_group,cross_list_capacity,cross_list_enrolled,meetings,instructors,extraction_failures,source_url,retrieved_at,last_confirmed_at
cocc,202610,Winter 2026 (View Only),HD,100CS,10633,03,College Success,3.0,3.0,3.0,3,Online,Online,25,25,25,0,,,,none - Online  Lecture,Christin Shapiro (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:59.7228020+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),HHP,212A,10393,05,AHA BLS Provider CPR,1.0,1.0,1.0,1,In-Person,Bend Campus,7,1,7,0,,,,F 0800-1750 Mazama 0207 Lecture,Charles Larson (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:59.7228020+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),HHPA,145,10405,01,Pickleball I,1.0,1.0,1.0,1,In-Person,Bend Campus,10,11,10,0,,,,TR 1000-1120 Mazama GYM Activity,Graham Ketner (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:59.7228020+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),HIM,250,10439,01,Health Info Technologies,4.0,4.0,4.0,4,Online,Online,28,8,28,0,,,,none - Online  Combination Lecture/Lab,Christi Lemire (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:59.7228020+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),LMT,118,10508,02,Kinesiology: Massage Ther II,4.0,4.0,4.0,4,In-Person,Bend Campus,20,20,20,0,,,,MW 1800-2050 Health Careers Center 0160 Combination Lecture/Lab ; M 1800-2000 Health Careers Center 0230 Final Exam,Kristan Banks (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:01.7091220+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),MA,121,10788,02,Admin Med Assist,3.0,3.0,3.0,3,Hybrid,Madras Campus,8,6,0,0,,,,M 1015-1215 Madras Campus 2 211 Final Exam ; M 1100-1250 Madras Campus 2 211 Lecture/Lab ; none - Online  Lecture,Mandalynn Marcus (primary) ; Jill Ridling,,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:01.7091220+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),MTH,015,10809,04,Basic Mathematics,4.0,4.0,4.0,4,In-Person,Bend Campus,25,13,25,0,,,,MW 1500-1650 Grandview Hall 0220 Lecture ; M 1515-1715 Grandview Hall 0220 Final Exam,Monte Cheney (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:01.7091220+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),MTH,095,10530,04,Intermediate Algebra,4.0,4.0,4.0,4,In-Person,Bend Campus,25,23,25,0,,,,TR 1300-1450 Grandview Hall 0234 Lecture ; T 1300-1500 Grandview Hall 0234 Final Exam,Michelle Butcher (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:01.7091220+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),MTH,095,10812,05,Intermediate Algebra,4.0,4.0,4.0,4,In-Person,Bend Campus,25,21,25,0,,,,MW 1300-1450 Grandview Hall 0114 Lecture ; M 1300-1500 Grandview Hall 0114 Final Exam,Steven Schramm (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:01.7091220+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),MTH,102,10536,02,Applied Technical Mathematics,4.0,4.0,4.0,4,In-Person,Redmond Campus,30,19,30,0,,,,TR 1800-1950 Redmond Building 1 142 Lecture ; T 1800-2000 Redmond Building 1 142 Final Exam,Monte Cheney (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:01.7091220+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),MUS,101,10590,01,Music Fundamentals,3.0,3.0,3.0,3,In-Person,Bend Campus,30,6,30,0,,,,MW 1000-1120 Pence Hall 0228 Lecture ; M 1015-1215 Pence Hall 0228 Final Exam,James Knox (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:01.7091220+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),OL,194AC,10571,01,Avalanche Level II,2.0,2.0,2.0,2,In-Person,Bend Campus,6,3,6,0,,,,U 0800-1430 Field  Lecture/Lab ; R 1800-2110 Mazama 0120 Lecture,Kevin Grove (primary) ; Brad Martin,,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:01.7091220+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),PHE,281,10650,02,Practicum-HP/Public Health,1.0,1.0,1.0,1,In-Person,Bend Campus,2,2,2,0,,,,none - Practicum,Sarah Baron (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:01.7091220+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),PSY,201Z,10619,02,Introduction to Psychology I,4.0,4.0,4.0,4,In-Person,Bend Campus,30,29,30,0,,,,TR 1300-1450 Modoc Hall 0105 Lecture ; T 1300-1500 Modoc Hall 0105 Final Exam,Jared Miller (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:01.7091220+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),SPAN,202,10048,01,2nd Year Spanish II,4.0,4.0,4.0,4,Hybrid,Remote Delivery,20,9,20,0,,,,MW 1000-1130 Meetings scheduled remotely  Lecture ; none - Online  Lecture,Joshua Evans (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:01.7091220+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202610,Winter 2026 (View Only),WR,065,10455,03,Rhetoric/Critical Thinking II,4.0,4.0,4.0,4,In-Person,Madras Campus,19,8,19,0,,,,TR 1300-1450 Madras Campus 120 Lecture,Sheri Jordan (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202610&startDatepicker=&endDatepicker=&uniqueSessionId=dgf91fb7cf2d04&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:01.7091220+00:00,2026-09-12T17:34:45.0686990+00:00
cocc,202620,Spring 2026 (View Only),ANTH,234,20014,01,Biological Anthropology,4.0,4.0,4.0,4,In-Person,Bend Campus,24,21,24,0,,,,MW 1300-1550 Ochoco Hall 0140 Combination Lecture/Lab ; M 1300-1500 Ochoco Hall 0140 Final Exam,Michel Waller (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),ART,101,21047,01,Intro to the Visual Arts,4.0,4.0,4.0,4,In-Person,Bend Campus,24,20,24,0,,,,T 1300-1650 Modoc Hall 0104 Lecture ; T 1300-1500 Modoc Hall 0104 Final Exam,Steven Bachtel (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),ART,115,20063,02,Basic Design: 2-D,4.0,4.0,4.0,4,Hybrid,Bend Campus,15,15,15,0,,,,F 0900-1120 Pence Hall 0105 Combination Lecture/Lab ; F 1015-1215 Pence Hall 0105 Final Exam ; none - Online  Combination Lecture/Lab,Neya McCracken (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),ART,116,21090,02,Basic Design: Color,4.0,4.0,4.0,4,Online,Online,15,10,15,0,,,,none - Online  Combination Lecture/Lab,Lindsey Latiolais (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),ART,122,20065,01,Ceramics: Intro Wheel Throwing,4.0,4.0,4.0,4,In-Person,Bend Campus,12,12,12,0,,,,MW 1500-1720 Pence Hall 0226 Combination Lecture/Lab ; M 1515-1715 Pence Hall 0226 Final Exam,Moe Carolin-Anderson (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),AUT,260,20132,01,Diesel Performance II,4.0,4.0,4.0,4,In-Person,Redmond Campus,18,4,18,0,,,,MW 1700-2050 Redmond Technology Ed Center 116 Combination Lecture/Lab,Stephen Shelton (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),AV,201,20145,01,Airport Management,3.0,3.0,3.0,3,In-Person,Bend Campus,32,26,32,0,,,,MW 1500-1620 Cascades Hall 0117 Lecture ; M 1515-1715 Cascades Hall 0117 Final Exam,John Miller (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),AV,227G,20175,01,Comm Pilot II Heli Flt Lab,1.0,1.0,1.0,1,In-Person,Bend Campus,30,3,30,0,,,,none - Bend Airport  Lab,Lisa Shipman ; Steve Crowe (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),BA,113,20192,03,Applied Accounting III,3.0,3.0,3.0,3,In-Person,Redmond Campus,28,5,28,0,,,,MW 1300-1420 Redmond Technology Ed Center 135 Lecture ; M 1300-1500 Redmond Technology Ed Center 135 Final Exam,Vaughan Briggs (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),BA,218,20215,02,Personal Finance,4.0,4.0,4.0,4,Online,Online,28,29,28,0,,,,none - Online  Lecture,Vaughan Briggs (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),BA,229,20220,01,QuickBooks,3.0,3.0,3.0,3,Online,Online,28,18,28,0,,,,none - Online  Combination Lecture/Lab,Thomas Frank (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),BH,260,20183,01,Counseling Theories,4.0,4.0,4.0,4,In-Person,Bend Campus,24,20,24,0,,,,MW 0800-0950 Modoc Hall 0101 Lecture ; M 0800-1000 Modoc Hall 0101 Final Exam,Leah Allen (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),BI,232,20738,03,Human Anatomy & Physiology II,4.0,4.0,4.0,4,Online,Online,24,17,24,0,,,,none - Online  Lab ; none - Online  Lecture,Kiara Cordes (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),CIS,120,20275,02,Computer Concepts,4.0,4.0,4.0,4,Hybrid,Redmond Campus,27,4,27,0,,,,MW 1000-1150 Redmond Building 1 128 Combination Lecture/Lab ; M 1015-1215 Redmond Building 1 128 Final Exam ; none - Online  Combination Lecture/Lab,Ben Young (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),CJ,234,20313,01,The World of Violent Criminals,3.0,3.0,3.0,3,Online,Online,30,30,10,0,,,,none - Online  Lecture,Masayo Halpin (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),COMM,218Z,20259,08,Interpersonal Communication,4.0,4.0,4.0,4,In-Person,Bend Campus,20,21,20,0,,,,TR 1300-1450 Deschutes Hall 0009 Lecture ; T 1300-1500 Deschutes Hall 0009 Final Exam,Nikki Truscelli (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),CUL,203,20246,01,Food Truck Operations,4.0,4.0,4.0,4,In-Person,Bend Campus,10,6,10,0,,,,MT 0900-1250 Jungers Culinary Center 119 Lecture/Lab,Lori Walls (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),DA,160,20321,01,Oral Medicine,3.0,3.0,3.0,3,Online,Online,24,19,0,0,,,,none - Online  Lecture,Jamasa Graham (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),ENG,221,20445,01,Intro to Children's Literature,4.0,4.0,4.0,4,Hybrid,Madras Campus,32,3,32,0,,,,R 1500-1650 Madras Campus 116 Lecture,Sheri Jordan (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),FIRE,114,20368,01,Fire Codes and Ordinances,3.0,3.0,3.0,3,Online,Online,24,21,10,0,,,,none - Online  Lecture,Marc Proctor (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),FN,225,20721,02,Human Nutrition,4.0,4.0,4.0,4,Online,Online,30,26,30,0,,,,none - Online  Lecture,Rachel Shedden (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),G,163,20703,01,"Rivers, Lakes and Springs",4.0,4.0,4.0,4,In-Person,Bend Campus,24,25,24,0,,,,F 0900-1050 Middleton Science Center 0250 Lecture ; F 1015-1215 Middleton Science Center 0250 Final Exam ; F 1100-1720 Middleton Science Center 0250 Lab,Elizabeth Rhodes (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),GEOG,266,20009,01,ArcGIS,4.0,4.0,4.0,4,Online,Online,25,17,25,0,,,,none - Online  Combination Lecture/Lab,Patrick Kennelly (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),GEOG,280,21070,01,Co-op Work Experience GIS,,1.0,3.0,1 TO 3,In-Person,Bend Campus,5,4,5,0,,,,none - Field  Practicum,Patrick Kennelly (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),HD,100CS,20631,02,College Success,3.0,3.0,3.0,3,Online,Online,25,23,25,0,,,,none - Online  Lecture,Christin Shapiro (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),HHP,131,20391,01,Intro Exercise/Sport Science,3.0,3.0,3.0,3,In-Person,Bend Campus,24,23,24,0,,,,MW 1300-1420 Mazama 0220 Lecture ; M 1300-1500 Mazama 0220 Final Exam,Jennifer Cruickshank (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),HHPA,134,20406,01,Circuit Training,1.0,1.0,1.0,1,In-Person,Bend Campus,20,16,20,0,,,,TR 1000-1120 Mazama MPRM Activity ; T 1015-1215 Mazama MPRM Final Exam,Jen Powell (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),HHPA,140,20409,01,Basketball,1.0,1.0,1.0,1,In-Person,Bend Campus,30,14,30,0,,,,MW 1300-1420 Mazama GYM Activity ; M 1300-1500 Mazama GYM Final Exam,Morgan Smith (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),HHPA,151,20415,01,Pickleball II,1.0,1.0,1.0,1,In-Person,Bend Campus,10,11,10,0,,,,TR 1300-1420 Mazama CTS Activity,Graham Ketner (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),HIM,140,20002,01,Healthcare Statistics,4.0,4.0,4.0,4,Online,Online,28,24,28,0,,,,none - Online  Combination Lecture/Lab,Christi Lemire (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
cocc,202620,Spring 2026 (View Only),LMT,130,20496,01,Massage Fundamentals,2.0,2.0,2.0,2,In-Person,Bend Campus,20,22,20,0,,,,T 1800-2000 Health Careers Center 0170 Final Exam ; T 2000-2150 Health Careers Center 0170 Lecture,Alissa Locke (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202620&startDatepicker=&endDatepicker=&uniqueSessionId=dg0985b53d045f&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:01:48.7228730+00:00,2026-09-12T17:34:34.0661870+00:00
