school_id,term_code,term_name,subject,course_number,crn,section_number,title,credits,credits_min,credits_max,credits_raw,instructional_method,campus,capacity,enrolled,waitlist_capacity,waitlist_count,cross_list_group,cross_list_capacity,cross_list_enrolled,meetings,instructors,extraction_failures,source_url,retrieved_at,last_confirmed_at
cocc,202540,Fall 2025 (View Only),AH,111,40859,03,Medical Terminology,3.0,3.0,3.0,3,Online,Online,30,27,30,0,,,,none - Online  Lecture,Michael Baker (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),APR,100,40869,02,Trade Skills Fundamentals,4.0,4.0,4.0,4,Hybrid,Redmond Campus,13,12,13,0,,,,S 0800-1700 Redmond Technology Ed Center 113 Lecture/Lab ; S 0800-1700 Redmond Technology Ed Center 113 Lecture/Lab ; S 0800-1700 Redmond Technology Ed Center 113 Lecture/Lab ; S 0800-1700 Redmond Technology Ed Center 113 Lecture/Lab ; none - Online  Lecture/Lab,Rachel Stark (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),AUT,101,40077,02,Basic Electricity-Automotive,2.0,2.0,2.0,2,In-Person,Bend Campus,12,9,12,0,,,,MTWR 0745-1335 Ponderosa Hall 0106 Lab,Lanny Gallion (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),AUT,101,40078,03,Basic Electricity-Automotive,2.0,2.0,2.0,2,In-Person,Bend Campus,12,7,12,0,,,,MTWR 0745-1335 Ponderosa Hall 0106 Lab,Lanny Gallion (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),AUT,106,40081,01,Automotive Program Orientation,1.0,1.0,1.0,1,In-Person,Bend Campus,38,38,38,0,,,,MTW 1400-1710 Ponderosa Hall 0102 Lecture,Jared Green ; Jim Siekkinen (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),AUT,110,40101,04,Small Gas Engines,3.0,3.0,3.0,3,Hybrid,Bend Campus,12,11,12,0,,,,MTWR 0745-1335 Ponderosa Hall 0107 Lab ; none - Online  Lab,Chuck Arnold (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),AV,112,40123,01,Technically Advanced Aircraft,3.0,3.0,3.0,3,In-Person,Bend Campus,35,12,35,0,,,,F 1000-1150 Grandview Hall 0110 Lecture ; none - Bend Airport  Lecture/Lab,Steve Crowe (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),AV,115,40108,01,Private Pilot-Helicopter,5.0,5.0,5.0,5,In-Person,Bend Campus,36,21,36,0,,,,MW 1500-1720 Health Careers Center 0140 Lecture ; M 1515-1715 Health Careers Center 0140 Final Exam,Walter Lasecki (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),AV,222A,40125,01,Pvt Pilot I Airplane Flt Lab,1.0,1.0,1.0,1,In-Person,Bend Campus,30,18,30,0,,,,none - Bend Airport  Lab,Lisa Shipman ; Kamilla Farkas (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),AV,222G,40131,01,Comm Pilot II Airplane Flt Lab,1.0,1.0,1.0,1,In-Person,Bend Campus,30,13,30,0,,,,none - Bend Airport  Lab,Lisa Shipman ; Kamilla Farkas (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),AV,227E,40141,01,Inst Pilot II Heli Flt Lab,1.0,1.0,1.0,1,In-Person,Bend Campus,30,3,30,0,,,,none - Bend Airport  Lab,Lisa Shipman ; Steve Crowe (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),AV,235,40117,01,Human Factors,4.0,4.0,4.0,4,In-Person,Bend Campus,36,27,36,0,,,,TR 0800-0950 Cascades Hall 0118 Lecture ; T 0800-1000 Cascades Hall 0118 Final Exam,Steve Crowe (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),BA,101Z,40158,03,Introduction to Business,4.0,4.0,4.0,4,In-Person,Bend Campus,28,28,28,0,,,,MW 1300-1450 Cascades Hall 0246 Lecture ; M 1300-1500 Cascades Hall 0246 Final Exam,Steven VanRoekel (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),BA,101Z,40173,06,Introduction to Business,4.0,4.0,4.0,4,Online,Online,28,24,28,0,,,,none - Online  Lecture,Darien Estes (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),BA,214,40169,03,Business Communications,3.0,3.0,3.0,3,In-Person,Bend Campus,28,18,28,0,,,,TR 1000-1120 Grandview Hall 0112 Lecture ; T 1015-1215 Grandview Hall 0112 Final Exam,Holly Hutchins (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),BA,214,40187,01,Business Communications,3.0,3.0,3.0,3,Online,Online,28,25,28,0,,,,none - Online  Lecture,Michael Hansen (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),BI,105,40770,02,Biology for Health Sciences,4.0,4.0,4.0,4,Online,Online,24,20,24,0,,,,none - Online  Lecture,Marilyn Waller-Niewold (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),BI,232,40762,01,Human Anatomy & Physiology II,4.0,4.0,4.0,4,Online,Online,24,21,24,0,,,,none - Online  Lab ; none - Online  Lecture,Jess Miller (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),CH,221Z,40742,01,General Chemistry I,4.0,4.0,4.0,4,Hybrid,Bend Campus,24,21,24,0,,,,T 0900-0950 Middleton Science Center 0220 Lecture ; T 1015-1215 Middleton Science Center 0220 Final Exam ; none - Online  Lecture,Stephanie Christau (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),CIS,125V,40257,01,Visio,4.0,4.0,4.0,4,Online,Online,28,4,28,0,,,,none - Online  Combination Lecture/Lab,Sean Palagyi (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),CIS,131,40258,01,Software Applications,4.0,4.0,4.0,4,Online,Online,28,21,28,0,,,,none - Online  Combination Lecture/Lab,Lew Cousineau (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),CIS,283CA,40784,01,Cybersecurity Analyst,4.0,4.0,4.0,4,Online,Online,2,2,2,0,,,,none - Online  Combination Lecture/Lab,Carson Haury (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),CJ,100,40274,05,Intro to Criminal Justice,3.0,3.0,3.0,3,Hybrid,Redmond Campus,30,5,30,0,,,,W 1500-1620 Redmond Building 3 309 Lecture ; W 1515-1715 Redmond Building 3 309 Final Exam ; none - Online  Lecture,Steve Campbell (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),CJ,234,40281,01,The World of Violent Criminals,3.0,3.0,3.0,3,Online,Online,30,20,30,0,,,,none - Online  Lecture,Masayo Halpin (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),COMM,111Z,40219,03,Public Speaking,4.0,4.0,4.0,4,In-Person,Redmond Campus,25,20,25,0,,,,MW 1300-1450 Redmond Building 3 309 Lecture ; M 1300-1500 Redmond Building 3 309 Final Exam,Kevin Merritt (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),CUL,101,40205,01,Introduction to Culinary Arts,4.0,4.0,4.0,4,In-Person,Bend Campus,16,16,16,0,,,,MT 0800-1150 Jungers Culinary Center 117 Lecture/Lab ; M 0800-1000 Jungers Culinary Center 117 Final Exam,Dom Shorthouse (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),CUL,110,40209,01,Culinary Foundations I,4.0,4.0,4.0,4,In-Person,Bend Campus,16,16,16,0,,,,RF 0800-1150 Jungers Culinary Center 119 Lecture/Lab ; R 0800-1000 Jungers Culinary Center 119 Final Exam,Molly Markland (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),CUL,110,40210,02,Culinary Foundations I,4.0,4.0,4.0,4,In-Person,Bend Campus,16,17,16,0,,,,RF 1300-1650 Jungers Culinary Center 119 Lecture/Lab ; R 1300-1500 Jungers Culinary Center 119 Final Exam,Molly Markland (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),DSGN,104,40074,01,UX Design Principles,4.0,4.0,4.0,4,Hybrid,Bend Campus,15,8,15,0,,,,W 1300-1500 Ponderosa Hall 0204 Final Exam ; W 1300-1450 Ponderosa Hall 0204 Lecture ; none - Online  Lecture,Lindsey Latiolais (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),ED,200,40294,01,Introduction to Education,3.0,3.0,3.0,3,Hybrid,Bend Campus,24,25,24,0,,,,T 1000-1150 Modoc Hall 0220 Lecture ; T 1015-1215 Modoc Hall 0220 Final Exam ; none - Online  Lecture,Sara Henson (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),EMT,195,40310,01,Crisis Intervention for EMS,3.0,3.0,3.0,3,In-Person,Bend Campus,30,25,30,0,,,,W 1300-1550 Cascades Hall 0114 Lecture ; W 1300-1500 Cascades Hall 0114 Final Exam,Rodney VanOrsdol (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),ENG,106Z,40607,01,Introduction to Poetry,4.0,4.0,4.0,4,In-Person,Prineville Campus,22,2,22,0,,,,MW 1800-1950 Prineville Campus 130 Lecture ; M 1800-2000 Prineville Campus 130 Final Exam,Bill Buck (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),ES,101,40534,01,Intro to Ethnic Studies,4.0,4.0,4.0,4,Online,Online,30,11,30,0,,,,none - Online  Lecture,Gabriann Hall (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),ES,211,40535,01,Intro Native Amer Studies,4.0,4.0,4.0,4,Online,Online,30,11,30,0,,,,none - Online  Lecture,Gabriann Hall (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),FIRE,110,40817,02,Bldg Const. for Fire Personnel,3.0,3.0,3.0,3,Online,Online,24,26,24,0,,,,none - Online  Lecture,Marc Proctor (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),FIRE,264,40324,01,Leadership Dev in Fire Serv,3.0,3.0,3.0,3,Online,Online,30,29,10,0,,,,none - Online  Lecture,Paula Simone (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),HHP,212A,40556,02,AHA BLS Provider CPR,1.0,1.0,1.0,1,In-Person,Redmond Campus,12,8,12,0,,,,F 0800-1750 Redmond Building 3 306 Lecture,Lara D'Orvilliers (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),HHP,242,40561,02,Stress Management,3.0,3.0,3.0,3,In-Person,Bend Campus,24,22,24,0,,,,TR 1000-1120 Mazama 0205 Lecture,Becky Heinrick (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),HHP,270,40594,01,Sport and Exercise Psychology,3.0,3.0,3.0,3,Online,Online,24,21,24,0,,,,none - Online  Lecture,Jennifer Cruickshank (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),HHPA,199,40583,01,Pickleball III,,1.0,4.0,1 TO 4,In-Person,Bend Campus,10,10,10,0,,,,TR 1500-1620 Mazama CTS Activity,Graham Ketner (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),HIM,210,40340,01,Legal Aspects of Health Care,4.0,4.0,4.0,4,Online,Online,28,13,28,0,,,,none - Online  Combination Lecture/Lab,Mandalynn Marcus ; Christi Lemire (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),MA,110,40409,02,Intro to Clinical Med Assist,8.0,8.0,8.0,8,Hybrid,Bend Campus,8,11,0,0,,,,W 0800-1150 Health Careers Center 0290 Lab ; M 1300-1450 Health Careers Center 0290 Lab ; M 1300-1500 Health Careers Center 0260 Final Exam ; T 1300-1550 Health Careers Center 0260 Lecture ; none - Online  Lecture,Marilyn Waller-Niewold (primary) ; Bonita Criswell,,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:12.8946260+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),MFG,110,40679,01,Manufacturing Processes I,4.0,4.0,4.0,4,In-Person,Redmond Campus,12,12,12,0,,,,TR 1200-1250 Redmond Building 3 309 Lecture ; TR 1300-1550 Redmond Building 3 321 Lab,Nigel Allen (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:10.8265560+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),MFG,264,40687,01,Automated Cutting,3.0,3.0,3.0,3,In-Person,Redmond Campus,5,9,5,0,,,,TR 0800-1120 Redmond Building 3 317 Combination Lecture/Lab,Nigel Allen (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:12.8946260+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),MTH,060,40362,02,Beginning Algebra,4.0,4.0,4.0,4,In-Person,Bend Campus,25,21,25,0,,,,MW 1800-1950 Grandview Hall 0234 Lecture ; M 1800-2000 Grandview Hall 0234 Final Exam,Cynthia Lofts (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:12.8946260+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),MTH,060,40364,04,Beginning Algebra,4.0,4.0,4.0,4,In-Person,Redmond Campus,25,12,25,0,,,,MW 0800-0950 Redmond Technology Ed Center 138 Lecture ; M 0800-1000 Redmond Technology Ed Center 138 Final Exam,Patricia Hammer (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:12.8946260+00:00,2026-09-12T17:34:56.2888100+00:00
cocc,202540,Fall 2025 (View Only),MTH,111Z,40387,01,Precalculus I: Functions,4.0,4.0,4.0,4,In-Person,Bend Campus,28,26,28,0,,,,MW 1000-1150 Health Careers Center 0230 Lecture ; W 1015-1215 Health Careers Center 0230 Final Exam,Maud Comboul (primary),,https://reg-prod.cocc.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202540&startDatepicker=&endDatepicker=&uniqueSessionId=dg7fbb9355f165&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:02:12.8946260+00:00,2026-09-12T17:34:56.2888100+00:00
